step,reward,epsilon,deliveries
1,0.5999999999999999,0.5994601619838001,0
2,-1.1500000000000001,0.5989208096760731,0
3,0.09999999999999987,0.5983819426398125,0
4,-0.9000000000000001,0.5978435604384048,0
5,1.3499999999999999,0.5973056626356298,0
6,1.5999999999999999,0.5967682487956595,0
7,1.5999999999999999,0.596231318483058,0
8,0.34999999999999987,0.5956948712627811,0
9,0.7999999999999998,0.5951589067001761,0
10,-1.1500000000000001,0.5946234243609815,0
11,-2.220446049250313e-16,0.5940884238113263,0
12,1.0499999999999998,0.5935539046177303,0
13,0.34999999999999987,0.5930198663471027,0
14,-0.7000000000000002,0.5924863085667428,0
15,1.8499999999999999,0.591953230844339,0
16,0.34999999999999987,0.5914206327479687,0
17,0.7999999999999998,0.5908885138460981,0
18,-0.7000000000000002,0.5903568737075814,0
19,-0.4500000000000002,0.5898257119016608,0
20,1.0499999999999998,0.5892950279979663,0
21,0.5499999999999998,0.5887648215665148,0
22,0.5999999999999999,0.5882350921777102,0
23,1.0499999999999998,0.5877058394023429,0
24,0.5999999999999999,0.5871770628115895,0
25,1.5999999999999999,0.5866487619770123,0
26,-0.4500000000000002,0.5861209364705593,0
27,-1.1500000000000001,0.5855935858645633,0
28,0.7999999999999998,0.5850667097317425,0
29,-2.4000000000000004,0.5845403076451987,0
30,0.5999999999999999,0.5840143791784186,0
31,2.0999999999999996,0.5834889239052721,0
32,-0.9000000000000001,0.5829639414000125,0
33,0.09999999999999987,0.5824394312372767,0
34,1.0499999999999998,0.581915392992084,0
35,2.0999999999999996,0.5813918262398354,0
36,2.0999999999999996,0.580868730556315,0
37,1.8499999999999999,0.5803461055176882,0
38,-0.4500000000000002,0.5798239507005015,0
39,1.8499999999999999,0.5793022656816825,0
40,-0.9000000000000001,0.5787810500385396,0
41,1.8499999999999999,0.5782603033487614,0
42,0.7999999999999998,0.5777400251904165,0
43,1.8499999999999999,0.577220215141953,0
44,2.0999999999999996,0.5767008727821985,0
45,-0.4500000000000002,0.5761819976903593,0
46,-1.1500000000000001,0.5756635894460205,0
47,1.8499999999999999,0.5751456476291453,0
48,-3.6,0.5746281718200751,0
49,0.3999999999999999,0.5741111615995286,0
50,1.2,0.5735946165486017,0
51,-0.4500000000000002,0.5730785362487674,0
52,1.5999999999999999,0.5725629202818753,0
53,1.2,0.5720477682301509,0
54,0.5999999999999999,0.5715330796761959,0
55,0.7999999999999998,0.5710188542029875,0
56,-1.35,0.570505091393878,0
57,-0.3000000000000001,0.5699917908325947,0
58,0.5999999999999999,0.5694789521032391,0
59,0.34999999999999987,0.5689665747902873,0
60,1.5999999999999999,0.5684546584785892,0
61,0.34999999999999987,0.567943202753368,0
62,0.5499999999999998,0.5674322072002204,0
63,0.34999999999999987,0.5669216714051155,0
64,0.34999999999999987,0.5664115949543953,0
65,-1.9500000000000002,0.5659019774347739,0
66,0.34999999999999987,0.5653928184333371,0
67,-0.4500000000000002,0.5648841175375425,0
68,-0.9000000000000001,0.5643758743352186,0
69,1.8499999999999999,0.5638680884145648,0
70,-1.9500000000000002,0.5633607593641512,0
71,-2.220446049250313e-16,0.5628538867729179,0
72,0.5999999999999999,0.5623474702301746,0
73,1.0499999999999998,0.5618415093256011,0
74,1.0499999999999998,0.5613360036492459,0
75,-1.9500000000000002,0.5608309527915266,0
76,0.5999999999999999,0.5603263563432291,0
77,0.5999999999999999,0.5598222138955077,0
78,0.5499999999999998,0.5593185250398843,0
79,1.0499999999999998,0.5588152893682488,0
80,0.5999999999999999,0.5583125064728575,0
81,2.0999999999999996,0.5578101759463343,0
82,-0.9000000000000001,0.5573082973816693,0
83,0.7999999999999998,0.5568068703722188,0
84,0.09999999999999987,0.556305894511705,0
85,1.8499999999999999,0.5558053693942157,0
86,1.0499999999999998,0.5553052946142039,0
87,1.8499999999999999,0.5548056697664875,0
88,-0.2500000000000002,0.5543064944462488,0
89,-1.5000000000000002,0.5538077682490344,0
90,0.7999999999999998,0.553309490770755,0
91,1.8499999999999999,0.5528116616076846,0
92,-0.7000000000000002,0.5523142803564605,0
93,1.8499999999999999,0.5518173466140829,0
94,-0.4500000000000002,0.5513208599779148,0
95,-1.1500000000000001,0.5508248200456812,0
96,-1.9500000000000002,0.5503292264154693,0
97,-2.220446049250313e-16,0.5498340786857278,0
98,-2.220446049250313e-16,0.5493393764552663,0
